user_id,product_id,clicked
100108,1758,TRUE
102770,1659,TRUE
108200,1215,FALSE
105616,1173,FALSE
100952,1564,FALSE
106459,1710,TRUE
105456,1263,FALSE
110701,1234,TRUE
103385,1817,TRUE
103305,1033,FALSE
104565,1679,FALSE
103090,1976,FALSE
110088,1066,TRUE
106523,1782,TRUE
101538,1606,FALSE
103614,1255,FALSE
101584,1803,FALSE
103210,1903,FALSE
105624,1102,TRUE
106926,1188,FALSE
110152,1083,FALSE
107390,1751,FALSE
109068,1097,FALSE
108763,1579,TRUE
109453,1145,FALSE
107052,1862,TRUE
108031,1184,TRUE
108267,1264,FALSE
103372,1919,TRUE
106533,1017,FALSE
100754,1449,TRUE
101415,1069,FALSE
102726,1986,FALSE
107724,1471,TRUE
101562,1228,FALSE
104558,1611,TRUE
100913,1958,FALSE
103554,1845,FALSE
100854,1600,FALSE
109961,1230,FALSE
103977,1267,FALSE
105554,1000,TRUE
100535,1071,TRUE
102973,1865,FALSE
108536,1321,FALSE
110886,1107,FALSE
107861,1793,FALSE
102770,1560,TRUE
107916,1431,TRUE
108973,1498,TRUE
102930,1998,TRUE
102583,1194,FALSE
110930,1691,FALSE
106978,1597,FALSE
106324,1008,FALSE
102125,1293,TRUE
104180,1297,TRUE
103704,1899,TRUE
111439,1949,FALSE
111425,1789,FALSE
102352,1870,FALSE
102572,1522,FALSE
105605,1863,FALSE
111375,1069,FALSE
111247,1549,TRUE
106980,1360,FALSE
111531,1136,FALSE
111552,1141,FALSE
109194,1232,TRUE
106094,1631,FALSE
105601,1735,FALSE
107122,1713,TRUE
111639,1793,TRUE
106663,1750,FALSE
111334,1165,FALSE
104469,1230,TRUE
100957,1723,FALSE
101294,1884,TRUE
110994,1190,FALSE
102112,1266,FALSE
107110,1628,FALSE
110112,1339,FALSE
105264,1323,FALSE
100527,1121,TRUE
104325,1166,FALSE
104723,1524,TRUE
108139,1644,FALSE
106983,1740,FALSE
101199,1419,TRUE
106802,1714,TRUE
110398,1747,FALSE
110747,1119,FALSE
105581,1602,TRUE
106313,1991,FALSE
103109,1003,TRUE
107031,1777,TRUE
111551,1884,FALSE
110889,1633,FALSE
111840,1410,FALSE
103461,1441,FALSE
101242,1801,TRUE
104665,1599,TRUE
107880,1841,TRUE
101698,1618,FALSE
105537,1751,FALSE
100502,1153,TRUE
108260,1272,FALSE
100477,1607,FALSE
105941,1292,FALSE
109533,1856,FALSE
107020,1624,TRUE
108217,1754,TRUE
103928,1990,FALSE
107057,1980,FALSE
100604,1393,TRUE
105471,1112,FALSE
102005,1207,FALSE
102697,1745,FALSE
104912,1730,FALSE
103729,1728,FALSE
107740,1847,FALSE
101807,1939,FALSE
109505,1574,FALSE
108478,1364,TRUE
107897,1292,FALSE
102698,1652,FALSE
106061,1117,FALSE
111218,1410,TRUE
103339,1799,FALSE
100273,1758,FALSE
108443,1412,TRUE
103804,1743,FALSE
107784,1247,TRUE
102482,1548,TRUE
103113,1305,TRUE
109782,1899,TRUE
105113,1141,TRUE
107595,1815,TRUE
106965,1439,FALSE
111772,1620,TRUE
100420,1628,FALSE
105502,1998,FALSE
106140,1326,TRUE
103573,1982,TRUE
105016,1311,FALSE
107728,1045,TRUE
104239,1516,FALSE
102099,1373,FALSE
106841,1714,FALSE
105895,1980,FALSE
108992,1213,FALSE
110463,1692,FALSE
110259,1953,TRUE
109137,1070,TRUE
110170,1338,FALSE
105455,1230,TRUE
111169,1621,FALSE
100431,1530,FALSE
109854,1663,FALSE
107689,1725,TRUE
111203,1873,FALSE
100204,1998,TRUE
111489,1054,TRUE
108960,1070,FALSE
110363,1717,TRUE
105378,1615,TRUE
108179,1416,FALSE
110357,1935,TRUE
100329,1247,FALSE
109773,1738,TRUE
106583,1981,FALSE
105942,1907,FALSE
107861,1167,FALSE
102165,1274,FALSE
103409,1410,FALSE
108896,1241,FALSE
104066,1846,FALSE
111283,1549,TRUE
102579,1813,TRUE
102825,1375,FALSE
111288,1353,FALSE
111474,1350,FALSE
105017,1073,FALSE
106443,1583,TRUE
103892,1609,TRUE
105973,1726,FALSE
109997,1806,TRUE
103819,1547,FALSE
105159,1476,FALSE
104773,1130,FALSE
111669,1560,FALSE
101468,1328,FALSE
100070,1995,FALSE
104152,1171,FALSE
106105,1630,FALSE
110382,1784,FALSE
110095,1503,TRUE
101711,1440,FALSE
106231,1984,FALSE
101830,1316,FALSE
107751,1582,FALSE
104535,1962,TRUE
104158,1808,FALSE
105298,1309,TRUE
102875,1671,FALSE
110121,1590,FALSE
105280,1082,FALSE
102895,1622,FALSE
100085,1455,TRUE
109522,1863,FALSE
110750,1760,TRUE
104235,1089,FALSE
102761,1039,FALSE
111725,1088,FALSE
101204,1301,FALSE
108907,1082,FALSE
100594,1656,TRUE
106334,1199,TRUE
106299,1760,TRUE
111210,1142,TRUE
101155,1992,FALSE
100450,1031,FALSE
105714,1777,FALSE
107507,1505,FALSE
106556,1251,TRUE
102187,1072,FALSE
106985,1306,FALSE
103928,1246,FALSE
106372,1169,FALSE
108514,1850,FALSE
107299,1954,TRUE
111768,1503,TRUE
105637,1206,FALSE
109178,1081,FALSE
106456,1317,TRUE
106182,1191,FALSE
100817,1059,TRUE
101136,1250,FALSE
107213,1947,FALSE
107223,1337,FALSE
111634,1716,FALSE
103210,1851,TRUE
102308,1968,FALSE
108738,1698,FALSE
110625,1105,FALSE
110698,1069,FALSE
110696,1099,TRUE
101422,1107,FALSE
104372,1001,TRUE
106966,1087,FALSE
100027,1700,TRUE
106518,1869,FALSE
106669,1917,FALSE
105566,1191,FALSE
105897,1322,FALSE
104002,1365,FALSE
101069,1775,TRUE
107622,1768,FALSE
104281,1171,TRUE
109453,1717,FALSE
110251,1814,FALSE
107253,1641,FALSE
102585,1254,TRUE
106699,1225,FALSE
102298,1126,FALSE
108614,1149,TRUE
100094,1564,FALSE
107323,1949,FALSE
100211,1156,FALSE
111879,1168,FALSE
108117,1341,TRUE
104364,1005,TRUE
109224,1792,FALSE
107948,1358,FALSE
103006,1536,FALSE
110050,1854,TRUE
104050,1310,FALSE
106971,1579,TRUE
109109,1802,FALSE
109459,1053,FALSE
104032,1487,TRUE
106871,1923,FALSE
101745,1090,FALSE
107848,1094,TRUE
101970,1268,FALSE
111379,1317,FALSE
104638,1124,FALSE
108267,1815,FALSE
101059,1631,FALSE
107106,1075,FALSE
103503,1575,FALSE
102808,1332,FALSE
107187,1654,FALSE
108678,1670,TRUE
102468,1026,TRUE
100693,1405,FALSE
104365,1663,FALSE
100551,1956,FALSE
104428,1617,TRUE
100696,1396,TRUE
110585,1921,FALSE
110593,1074,TRUE
101541,1796,FALSE
106070,1458,FALSE
105452,1767,FALSE
110905,1769,TRUE
111466,1691,FALSE
101261,1234,TRUE
106174,1350,TRUE
101245,1559,TRUE
105672,1503,TRUE
104466,1296,FALSE
107890,1656,TRUE
101790,1896,FALSE
100006,1352,FALSE
111371,1234,TRUE
108399,1162,TRUE
106630,1487,TRUE
107610,1252,FALSE
108499,1682,FALSE
104991,1512,FALSE
102412,1178,FALSE
109798,1262,TRUE
109819,1087,TRUE
108367,1857,FALSE
106814,1529,FALSE
105250,1312,FALSE
105751,1722,TRUE
103351,1537,FALSE
103271,1827,TRUE
101072,1014,TRUE
105483,1304,FALSE
103046,1121,TRUE
105112,1709,TRUE
100940,1573,FALSE
105556,1600,FALSE
110830,1102,FALSE
104303,1651,FALSE
100301,1428,FALSE
100812,1773,TRUE
110324,1671,FALSE
106728,1216,FALSE
100666,1492,FALSE
101578,1052,FALSE
101462,1304,TRUE
109630,1594,FALSE
109531,1062,FALSE
111353,1550,FALSE
107607,1472,FALSE
101628,1911,TRUE
105058,1152,FALSE
100921,1093,TRUE
108922,1795,FALSE
106853,1659,TRUE
100935,1511,FALSE
110890,1874,FALSE
110085,1206,FALSE
105743,1881,TRUE
104771,1756,FALSE
102552,1044,FALSE
101734,1799,FALSE
102551,1856,FALSE
102910,1301,FALSE
102025,1462,FALSE
101066,1297,FALSE
108138,1596,TRUE
105744,1224,TRUE
100414,1701,FALSE
102931,1856,FALSE
103937,1312,TRUE
105133,1003,FALSE
101612,1624,TRUE
100446,1443,FALSE
107317,1500,FALSE
109166,1192,FALSE
102105,1157,FALSE
108845,1276,FALSE
108123,1140,FALSE
108412,1145,FALSE
100008,1263,FALSE
101826,1907,FALSE
101615,1871,FALSE
107041,1326,FALSE
109009,1023,TRUE
106523,1419,TRUE
108321,1683,FALSE
109653,1595,FALSE
107470,1180,FALSE
109902,1329,FALSE
110416,1419,FALSE
102299,1288,FALSE
103496,1937,FALSE
111539,1997,TRUE
110171,1302,FALSE
108648,1720,FALSE
107269,1937,FALSE
109732,1184,TRUE
106694,1309,FALSE
103649,1541,TRUE
107279,1850,FALSE
111404,1016,FALSE
110218,1160,FALSE
108306,1594,FALSE
110509,1273,FALSE
104762,1077,TRUE
111054,1562,FALSE
109156,1852,TRUE
108533,1249,FALSE
105050,1454,FALSE
109011,1746,FALSE
108905,1814,FALSE
104109,1115,TRUE
102197,1590,FALSE
104558,1049,FALSE
111959,1633,FALSE
106483,1826,TRUE
109651,1653,FALSE
103944,1590,FALSE
110770,1377,FALSE
102815,1466,FALSE
108483,1812,TRUE
109485,1043,FALSE
102111,1703,FALSE
101800,1882,TRUE
100670,1813,FALSE
101386,1271,FALSE
103629,1610,TRUE
105324,1918,FALSE
106253,1791,FALSE
107053,1056,FALSE
107919,1126,FALSE
109783,1268,TRUE
105143,1885,FALSE
100439,1107,FALSE
108665,1450,FALSE
109307,1990,FALSE
103649,1797,FALSE
100121,1287,TRUE
100297,1294,FALSE
100935,1906,TRUE
100334,1095,FALSE
103788,1933,FALSE
104173,1961,FALSE
106961,1637,TRUE
103727,1868,FALSE
103678,1844,TRUE
103970,1929,FALSE
100873,1640,FALSE
111070,1848,FALSE
104591,1167,FALSE
100516,1382,FALSE
111575,1223,FALSE
107208,1223,TRUE
111551,1563,FALSE
106184,1863,FALSE
109089,1035,FALSE
110714,1030,TRUE
101610,1553,FALSE
111977,1270,TRUE
101976,1452,FALSE
106632,1722,TRUE
103569,1934,FALSE
108747,1739,FALSE
110369,1108,FALSE
101753,1162,FALSE
100127,1703,FALSE
110143,1614,FALSE
104748,1771,TRUE
111702,1025,TRUE
107296,1165,FALSE
100151,1873,FALSE
106277,1415,TRUE
100887,1767,FALSE
111178,1809,TRUE
108415,1871,FALSE
107213,1491,FALSE
109058,1910,TRUE
108839,1680,TRUE
100454,1156,TRUE
107821,1841,FALSE
106648,1510,FALSE
110240,1508,TRUE
104270,1648,TRUE
107456,1930,FALSE
109792,1661,FALSE
110357,1636,TRUE
106828,1343,FALSE
105883,1425,TRUE
111747,1301,TRUE
110080,1962,TRUE
100002,1235,FALSE
102760,1033,FALSE
100295,1895,FALSE
107068,1885,TRUE
106184,1369,FALSE
105036,1590,FALSE
105128,1082,FALSE
102031,1463,FALSE
100395,1453,FALSE
101296,1551,TRUE
103025,1978,FALSE
100723,1442,FALSE
101795,1291,TRUE
108040,1341,FALSE
105097,1278,FALSE
105678,1934,FALSE
102284,1667,FALSE
100234,1278,TRUE
107986,1896,TRUE
108758,1617,TRUE
108613,1520,FALSE
106568,1777,TRUE
110260,1388,TRUE
110525,1686,FALSE
102076,1307,FALSE
111667,1821,FALSE
108364,1163,FALSE
109097,1416,FALSE
103815,1184,TRUE
101433,1425,TRUE
102398,1150,TRUE
107255,1405,FALSE
102704,1149,FALSE
102966,1561,FALSE
107954,1700,FALSE
109035,1598,FALSE
106338,1134,FALSE
110092,1798,FALSE
106623,1758,TRUE
103361,1853,FALSE
102326,1644,TRUE
103436,1341,TRUE
103039,1308,TRUE
110360,1010,FALSE
103104,1581,FALSE
109107,1168,FALSE
106252,1104,FALSE
104468,1006,FALSE
102229,1224,TRUE
101570,1950,TRUE
109914,1434,FALSE
108700,1658,TRUE
111558,1027,FALSE
100801,1087,FALSE
109023,1767,FALSE
100800,1534,FALSE
102727,1563,FALSE
103851,1776,FALSE
107705,1820,FALSE
109423,1022,TRUE
100353,1316,FALSE
110588,1739,TRUE
104037,1125,TRUE
111509,1370,TRUE
110291,1547,TRUE
109551,1169,FALSE
101333,1551,FALSE
104375,1068,FALSE
105318,1468,FALSE
102226,1361,FALSE
111110,1825,FALSE
102272,1381,FALSE
103232,1189,FALSE
105091,1123,FALSE
101214,1072,FALSE
100662,1136,FALSE
107605,1391,FALSE
105815,1708,TRUE
102370,1233,FALSE
106151,1725,FALSE
108125,1126,FALSE
105399,1764,TRUE
104159,1528,FALSE
108812,1678,FALSE
107910,1589,FALSE
109206,1023,TRUE
109767,1076,FALSE
103302,1388,TRUE
107006,1779,FALSE
111509,1011,TRUE
101893,1916,FALSE
107924,1933,FALSE
110053,1932,FALSE
102413,1608,FALSE
102090,1526,FALSE
105677,1597,TRUE
103528,1173,FALSE
106585,1392,FALSE
105202,1157,FALSE
111564,1394,TRUE
102995,1301,TRUE
111307,1079,FALSE
102955,1798,FALSE
109110,1177,FALSE
102043,1699,FALSE
102135,1659,TRUE
101344,1093,TRUE
100764,1813,FALSE
105568,1266,TRUE
107461,1749,FALSE
110199,1870,FALSE
106945,1986,FALSE
103098,1057,FALSE
110818,1597,FALSE
109073,1956,FALSE
102642,1652,FALSE
103289,1653,FALSE
111165,1500,FALSE
106511,1519,TRUE
111344,1437,TRUE
103721,1851,TRUE
108382,1792,FALSE
110033,1377,FALSE
108568,1497,FALSE
101279,1497,FALSE
101642,1934,FALSE
103917,1539,FALSE
102751,1470,FALSE
104443,1009,TRUE
109824,1216,TRUE
108806,1761,FALSE
110088,1139,FALSE
100659,1028,FALSE
102220,1539,FALSE
107313,1721,TRUE
104625,1750,FALSE
103046,1217,TRUE
101690,1148,FALSE
102474,1848,FALSE
105704,1581,FALSE
106904,1625,TRUE
110810,1123,FALSE
105404,1741,FALSE
107310,1486,FALSE
103691,1915,FALSE
109356,1558,TRUE
106161,1341,TRUE
110525,1374,TRUE
108762,1083,FALSE
110130,1421,TRUE
102210,1215,FALSE
109826,1773,TRUE
110840,1094,TRUE
111738,1527,FALSE
111162,1452,FALSE
104777,1403,TRUE
107323,1990,FALSE
111043,1928,FALSE
105910,1994,FALSE
103224,1489,TRUE
100803,1726,TRUE
105825,1867,FALSE
104392,1352,FALSE
105771,1194,FALSE
101769,1522,FALSE
110065,1006,FALSE
101207,1843,TRUE
110496,1949,TRUE
110718,1557,FALSE
103007,1862,FALSE
107899,1952,TRUE
109468,1080,FALSE
111362,1789,FALSE
105288,1132,TRUE
101780,1596,FALSE
100396,1440,FALSE
101912,1365,TRUE
107859,1729,FALSE
106854,1290,FALSE
101885,1643,FALSE
107031,1753,FALSE
108888,1783,FALSE
101558,1618,FALSE
109128,1116,TRUE
108188,1246,TRUE
104963,1803,FALSE
108098,1297,FALSE
100485,1634,FALSE
107780,1836,TRUE
109095,1424,FALSE
103905,1923,FALSE
102004,1169,FALSE
103308,1541,FALSE
101193,1018,TRUE
108769,1019,TRUE
109008,1762,FALSE
103356,1094,TRUE
100904,1061,FALSE
101095,1773,FALSE
103687,1057,TRUE
106797,1356,TRUE
106835,1966,FALSE
105870,1376,FALSE
107958,1833,FALSE
100876,1337,FALSE
108864,1366,FALSE
109322,1263,FALSE
105025,1121,TRUE
111087,1431,TRUE
106749,1372,FALSE
103257,1308,TRUE
100836,1837,FALSE
110934,1607,TRUE
107363,1611,FALSE
111118,1005,TRUE
104541,1600,FALSE
106639,1093,FALSE
102411,1503,TRUE
102652,1365,FALSE
102549,1254,TRUE
100885,1130,FALSE
109019,1091,FALSE
101261,1400,FALSE
103978,1909,FALSE
101686,1315,TRUE
104032,1038,FALSE
105365,1361,FALSE
101872,1280,FALSE
101132,1554,TRUE
104567,1325,TRUE
104115,1493,TRUE
100308,1130,FALSE
111639,1306,TRUE
110962,1383,FALSE
101761,1840,FALSE
106090,1633,FALSE
109106,1553,FALSE
106448,1262,FALSE
100004,1882,FALSE
101242,1978,FALSE
104281,1922,FALSE
109378,1467,FALSE
106085,1067,FALSE
103171,1648,FALSE
109809,1865,TRUE
102262,1720,FALSE
108581,1537,FALSE
103685,1748,FALSE
103341,1903,FALSE
109082,1312,FALSE
104937,1940,TRUE
102295,1234,FALSE
101523,1134,FALSE
100220,1955,TRUE
110383,1636,TRUE
106985,1331,FALSE
101013,1399,FALSE
110661,1047,FALSE
109452,1719,FALSE
106623,1068,FALSE
110573,1838,FALSE
107591,1914,FALSE
110100,1399,FALSE
103639,1743,FALSE
104199,1790,FALSE
100609,1168,FALSE
101633,1262,FALSE
108723,1406,FALSE
104993,1060,TRUE
106392,1822,TRUE
101397,1622,FALSE
101552,1523,TRUE
111516,1175,FALSE
111171,1565,FALSE
111959,1309,TRUE
111966,1660,FALSE
100904,1485,FALSE
103894,1699,TRUE
106448,1995,FALSE
109691,1471,TRUE
101181,1287,TRUE
104233,1470,FALSE
102420,1930,TRUE
107976,1986,FALSE
103150,1266,FALSE
111992,1182,FALSE
103056,1753,FALSE
110652,1453,FALSE
100423,1966,TRUE
106363,1006,FALSE
102076,1419,TRUE
106600,1447,FALSE
109649,1150,TRUE
104060,1840,TRUE
109183,1508,TRUE
109564,1875,FALSE
106344,1382,TRUE
108129,1462,TRUE
109781,1698,FALSE
101915,1912,TRUE
111602,1707,TRUE
101180,1899,TRUE
101620,1162,FALSE
100909,1940,TRUE
109510,1240,TRUE
101372,1705,FALSE
101123,1596,FALSE
104021,1896,FALSE
108941,1814,FALSE
103558,1320,TRUE
101662,1340,FALSE
110145,1984,FALSE
108891,1130,FALSE
100692,1602,FALSE
101872,1275,TRUE
100344,1660,FALSE
111817,1178,FALSE
103662,1266,FALSE
108572,1528,FALSE
102060,1439,FALSE
108592,1124,FALSE
101787,1803,FALSE
110534,1261,FALSE
106851,1478,FALSE
102796,1244,TRUE
107993,1802,TRUE
109492,1830,FALSE
107408,1888,TRUE
108522,1478,FALSE
101363,1831,FALSE
107507,1463,FALSE
103151,1085,TRUE
103439,1687,FALSE
108343,1849,TRUE
109279,1595,TRUE
107032,1638,TRUE
108696,1453,TRUE
107608,1484,FALSE
105144,1120,FALSE
105334,1129,FALSE
108451,1041,TRUE
101843,1667,TRUE
102764,1304,TRUE
111478,1818,FALSE
109984,1010,FALSE
111758,1958,FALSE
100095,1355,FALSE
111906,1679,FALSE
103074,1157,FALSE
108826,1030,TRUE
104055,1743,FALSE
109028,1739,TRUE
108964,1059,FALSE
101661,1276,TRUE
100785,1677,FALSE
101992,1183,FALSE
106779,1073,FALSE
101717,1032,FALSE
105405,1669,FALSE
106752,1539,FALSE
110604,1169,FALSE
105538,1811,FALSE
100597,1149,FALSE
104344,1054,FALSE
106528,1665,FALSE
103160,1069,TRUE
106059,1470,FALSE
111356,1433,FALSE
108122,1641,FALSE
110056,1174,TRUE
109291,1072,FALSE
107886,1641,FALSE
100011,1683,FALSE
106248,1360,FALSE
111843,1828,FALSE
102193,1672,TRUE
109397,1144,FALSE
101154,1326,TRUE
105620,1645,FALSE
101760,1838,FALSE
107686,1354,FALSE
111733,1196,TRUE
108735,1968,FALSE
108644,1569,TRUE
103913,1591,TRUE
102354,1278,FALSE
107652,1137,TRUE
103015,1866,FALSE
111602,1514,FALSE
102831,1221,TRUE
105919,1175,FALSE
107860,1219,TRUE
108893,1350,FALSE
101207,1483,TRUE
106673,1404,FALSE
100697,1401,FALSE
104226,1847,TRUE
106385,1213,FALSE
108751,1872,TRUE
101101,1222,FALSE
100387,1185,TRUE
108244,1794,FALSE
100827,1908,TRUE
101156,1829,FALSE
109782,1402,TRUE
107092,1433,FALSE
107961,1814,FALSE
109637,1486,FALSE
107861,1618,FALSE
104457,1417,FALSE
104428,1957,FALSE
100569,1857,FALSE
105512,1566,FALSE
103262,1838,TRUE
100095,1231,FALSE
103051,1125,TRUE
100603,1996,FALSE
110380,1677,FALSE
109895,1807,FALSE
109176,1904,TRUE
105982,1189,FALSE
100322,1852,FALSE
107291,1862,TRUE
107273,1326,FALSE
109964,1964,TRUE
102748,1891,FALSE
107719,1718,FALSE
108144,1512,FALSE
109324,1774,FALSE
108230,1830,FALSE
108052,1937,FALSE
101214,1306,FALSE
105273,1181,TRUE
105573,1697,FALSE
107439,1776,FALSE
101253,1723,FALSE
101713,1053,FALSE
105502,1619,TRUE
101430,1117,TRUE
107162,1629,FALSE
101717,1232,TRUE
108807,1347,FALSE
111680,1585,TRUE
111008,1637,FALSE
105966,1958,FALSE
100518,1455,FALSE
110609,1695,FALSE
108914,1449,TRUE
106166,1356,TRUE
102173,1409,FALSE
108410,1229,TRUE
106051,1499,FALSE
105010,1130,FALSE
110769,1157,FALSE
111419,1846,FALSE
111983,1923,FALSE
111105,1328,TRUE
110846,1643,TRUE
105309,1189,FALSE
107973,1722,FALSE
105967,1022,FALSE
104796,1171,TRUE
104429,1248,TRUE
105489,1636,FALSE
109916,1277,FALSE
110588,1180,FALSE
110483,1074,TRUE
100994,1282,FALSE
102028,1376,FALSE
106119,1250,FALSE
104901,1953,TRUE
111688,1894,TRUE
107298,1473,FALSE
102328,1687,FALSE
108778,1012,FALSE
103223,1540,FALSE
104940,1619,TRUE
111282,1187,TRUE
102323,1367,FALSE
107024,1887,FALSE
109890,1969,TRUE
101194,1434,FALSE
104988,1700,TRUE
108274,1564,FALSE
110027,1933,FALSE
100930,1999,TRUE
104006,1771,TRUE
100544,1005,TRUE
105533,1206,FALSE
109194,1214,TRUE
108150,1970,TRUE
101440,1065,FALSE
109457,1579,TRUE
101039,1878,FALSE
107446,1601,FALSE
108535,1309,FALSE
103729,1520,TRUE
101389,1051,FALSE
107595,1934,FALSE
103263,1066,TRUE
107654,1322,FALSE
108278,1180,FALSE
109656,1000,TRUE
108769,1800,TRUE
105299,1117,TRUE
105803,1346,FALSE
110433,1605,FALSE
102260,1810,FALSE
103670,1307,FALSE
101182,1574,FALSE
106397,1767,FALSE
107787,1113,TRUE
100431,1036,FALSE
100365,1342,TRUE
109578,1628,FALSE
109473,1523,TRUE
108703,1630,FALSE
100803,1483,FALSE
102728,1731,FALSE
111218,1683,FALSE
105120,1509,FALSE
109567,1151,FALSE
106907,1906,FALSE
106344,1583,FALSE
110328,1493,FALSE
110813,1234,TRUE
102296,1420,FALSE
103983,1226,FALSE
106265,1967,FALSE
108796,1244,TRUE
111298,1852,FALSE
102638,1715,TRUE
103707,1286,FALSE
109546,1419,TRUE
103161,1096,FALSE
101403,1082,FALSE
105460,1911,TRUE
103796,1943,FALSE
106353,1071,TRUE
111931,1220,FALSE
101535,1838,FALSE
100876,1450,FALSE
108925,1792,TRUE
109006,1428,FALSE
111508,1407,TRUE
105578,1397,FALSE
103604,1611,TRUE
108037,1216,TRUE
111741,1734,TRUE
111684,1499,TRUE
107902,1022,TRUE
106180,1025,FALSE
109220,1549,TRUE
101152,1030,FALSE
100850,1387,FALSE
103241,1615,FALSE
101890,1586,FALSE
109872,1737,FALSE
108874,1177,FALSE
109591,1102,FALSE
109700,1676,TRUE
100150,1065,TRUE
108806,1480,FALSE
110719,1873,FALSE
100712,1501,FALSE
102230,1318,TRUE
104568,1415,TRUE
103795,1454,FALSE
100854,1731,FALSE
101108,1213,FALSE
102743,1710,FALSE
105200,1447,FALSE
101175,1341,TRUE
107575,1822,TRUE
104682,1187,FALSE
105610,1163,FALSE
102056,1532,TRUE
111966,1133,TRUE
101319,1315,TRUE
106922,1761,FALSE
107128,1364,FALSE
106699,1239,FALSE
102324,1470,TRUE
106017,1130,FALSE
105637,1102,FALSE
105326,1871,TRUE
104875,1878,FALSE
110369,1028,TRUE
105156,1882,FALSE
104590,1090,FALSE
105135,1205,FALSE
102148,1968,FALSE
101436,1820,TRUE
110362,1213,FALSE
101636,1874,FALSE
108328,1338,TRUE
100704,1711,TRUE
104676,1611,TRUE
110315,1830,FALSE
102568,1243,FALSE
104960,1904,TRUE
105042,1956,FALSE
104590,1016,TRUE
106003,1021,FALSE
102837,1109,TRUE
101781,1018,FALSE
101456,1072,TRUE
109811,1862,FALSE
104840,1327,FALSE
109876,1170,TRUE
106580,1804,FALSE
109980,1887,FALSE
102760,1290,FALSE
110059,1286,FALSE
106254,1809,TRUE
109173,1752,FALSE
109629,1687,FALSE
109902,1643,TRUE
102016,1491,FALSE
111249,1495,TRUE
109066,1812,FALSE
103645,1400,TRUE
110662,1136,TRUE
107947,1026,TRUE
102384,1957,TRUE
102242,1870,FALSE
103153,1979,FALSE
106028,1874,FALSE
110489,1706,TRUE
106494,1297,FALSE
109182,1488,FALSE
