user_id,number_of_clicks_before,ordered_before,personal_interests
107614,4,TRUE,"['hand', 'hair', 'men_skincare', 'nail', 'body']"
102887,6+,FALSE,"['tools', 'foot', 'nail', 'fragrance', 'skincare', 'hand', 'makeup', 'body', 'men_fragrance']"
108105,2,FALSE,"['fragrance', 'men_skincare', 'nail', 'hand']"
103263,0,TRUE,"['fragrance', 'hair']"
106143,4,FALSE,"['nail', 'hair', 'fragrance', 'body']"
103837,4,TRUE,"['hair', 'nail', 'makeup', 'body', 'foot', 'tools', 'men_fragrance', 'men_skincare', 'fragrance', 'hand']"
111310,0,TRUE,"['fragrance', 'tools', 'foot']"
104200,6+,TRUE,['foot']
109578,0,TRUE,"['skincare', 'body', 'tools', 'men_fragrance', 'foot', 'men_skincare']"
107642,2,TRUE,['skincare']
110050,4,TRUE,"['fragrance', 'hair', 'foot', 'skincare']"
107223,1,TRUE,"['hand', 'makeup', 'men_fragrance', 'tools', 'body', 'nail', 'foot', 'hair', 'fragrance']"
110371,6+,TRUE,"['men_skincare', 'hand', 'men_fragrance', 'nail', 'skincare']"
104827,5,TRUE,['nail']
108089,2,FALSE,"['nail', 'skincare', 'hand', 'men_skincare', 'men_fragrance', 'tools', 'makeup', 'foot', 'fragrance', 'body']"
107393,6+,FALSE,"['fragrance', 'nail', 'men_skincare', 'makeup', 'tools', 'skincare', 'hand', 'body', 'men_fragrance']"
106286,5,TRUE,"['tools', 'skincare', 'body']"
106723,6+,FALSE,"['men_fragrance', 'body', 'tools', 'foot', 'nail', 'fragrance', 'hand', 'skincare', 'hair', 'men_skincare']"
106380,5,FALSE,"['tools', 'body', 'men_fragrance', 'nail', 'hair', 'hand']"
104689,5,TRUE,"['men_fragrance', 'men_skincare', 'body', 'skincare', 'nail', 'fragrance', 'tools', 'hand', 'hair']"
110697,0,TRUE,"['hand', 'men_fragrance', 'fragrance', 'hair', 'foot', 'skincare', 'tools']"
107533,1,TRUE,"['body', 'makeup', 'men_skincare', 'fragrance', 'tools', 'men_fragrance']"
106537,2,FALSE,"['men_fragrance', 'nail', 'men_skincare', 'skincare', 'hand']"
100642,,TRUE,"['fragrance', 'men_fragrance', 'tools', 'body', 'nail', 'hand', 'makeup', 'men_skincare', 'skincare']"
106053,2,FALSE,[]
102084,2,TRUE,"['skincare', 'tools']"
102559,2,TRUE,['tools']
105172,,FALSE,"['makeup', 'skincare', 'men_skincare', 'body', 'hand', 'foot']"
106496,1,FALSE,"['men_fragrance', 'skincare', 'hair', 'makeup', 'foot', 'body', 'fragrance', 'nail']"
102979,,FALSE,"['hand', 'skincare']"
103223,1,TRUE,"['makeup', 'foot', 'body', 'fragrance']"
106307,2,TRUE,"['makeup', 'body', 'fragrance', 'foot']"
105629,2,FALSE,"['body', 'hand', 'tools', 'fragrance']"
104797,5,TRUE,['men_skincare']
101234,2,TRUE,"['makeup', 'nail', 'hand']"
104441,4,TRUE,"['skincare', 'fragrance', 'tools', 'hair', 'foot']"
107782,6+,FALSE,"['makeup', 'fragrance', 'hand', 'nail', 'tools']"
106471,5,TRUE,['body']
106477,2,FALSE,[]
110032,2,TRUE,"['skincare', 'body', 'tools']"
108596,5,TRUE,[]
108137,5,TRUE,"['makeup', 'hand', 'hair', 'nail', 'foot', 'skincare', 'tools', 'fragrance', 'men_skincare']"
100361,5,TRUE,"['tools', 'fragrance', 'men_fragrance', 'hair', 'foot', 'hand', 'nail', 'skincare', 'makeup']"
103662,1,TRUE,"['men_skincare', 'makeup', 'foot', 'men_fragrance', 'hair', 'body']"
108109,0,TRUE,"['skincare', 'nail', 'men_skincare', 'men_fragrance']"
101851,6+,FALSE,['tools']
110853,4,TRUE,"['foot', 'men_fragrance']"
101686,,TRUE,"['foot', 'men_fragrance', 'skincare', 'fragrance', 'tools', 'hand', 'nail', 'makeup', 'body', 'hair']"
110443,5,TRUE,"['nail', 'foot', 'skincare', 'hand', 'body', 'hair', 'men_skincare', 'men_fragrance', 'makeup']"
102569,2,FALSE,"['body', 'fragrance', 'men_fragrance', 'hand', 'makeup', 'skincare', 'hair', 'men_skincare']"
109996,1,TRUE,"['body', 'makeup', 'hair', 'men_fragrance', 'skincare', 'men_skincare', 'nail']"
110074,4,TRUE,[]
103983,3,TRUE,"['men_skincare', 'hair', 'fragrance', 'body']"
110552,6+,TRUE,"['foot', 'skincare', 'body', 'hair', 'makeup', 'nail']"
101897,2,TRUE,"['hand', 'tools', 'body', 'makeup', 'men_skincare', 'fragrance', 'men_fragrance', 'skincare', 'hair']"
110081,5,FALSE,"['makeup', 'skincare', 'men_fragrance', 'fragrance', 'nail', 'tools', 'men_skincare', 'hair']"
104531,2,TRUE,[]
105219,1,FALSE,"['hair', 'men_fragrance', 'foot']"
101398,0,TRUE,"['tools', 'makeup', 'hand', 'men_fragrance']"
107133,2,FALSE,"['body', 'hair', 'skincare', 'makeup', 'men_skincare', 'men_fragrance', 'fragrance', 'tools', 'nail', 'hand']"
111987,5,FALSE,"['body', 'makeup', 'men_skincare']"
107913,1,TRUE,"['men_fragrance', 'makeup', 'tools', 'skincare', 'foot']"
109485,5,TRUE,['body']
107162,,TRUE,[]
100097,2,TRUE,"['skincare', 'nail', 'men_fragrance']"
111297,1,FALSE,"['nail', 'hand', 'body', 'foot', 'fragrance', 'tools', 'men_fragrance', 'skincare', 'makeup']"
110909,6+,FALSE,"['hand', 'men_skincare', 'body', 'foot']"
107625,2,FALSE,"['hair', 'makeup', 'skincare', 'men_skincare', 'hand']"
104500,5,FALSE,"['men_skincare', 'skincare', 'tools', 'foot', 'hair', 'hand', 'body', 'nail', 'makeup', 'fragrance']"
106663,5,TRUE,"['hand', 'men_fragrance', 'nail', 'foot', 'makeup']"
110468,4,TRUE,"['body', 'men_skincare', 'skincare']"
105448,5,FALSE,"['hair', 'makeup', 'foot', 'fragrance', 'hand', 'skincare']"
109238,1,TRUE,[]
107095,2,FALSE,"['men_skincare', 'hair', 'men_fragrance', 'fragrance', 'foot', 'skincare', 'nail']"
105005,1,FALSE,[]
111065,6+,TRUE,"['hand', 'men_fragrance', 'body', 'skincare', 'nail', 'men_skincare', 'tools']"
104840,0,FALSE,"['tools', 'fragrance', 'foot', 'nail', 'men_fragrance', 'skincare']"
111995,,TRUE,['body']
100631,1,FALSE,"['hand', 'men_fragrance']"
105578,1,TRUE,"['fragrance', 'hand', 'body', 'makeup', 'skincare', 'men_fragrance', 'tools', 'men_skincare']"
100443,0,TRUE,"['men_fragrance', 'men_skincare', 'hair', 'nail', 'tools', 'fragrance', 'hand', 'makeup', 'foot']"
108341,5,TRUE,"['skincare', 'fragrance', 'foot', 'body', 'hair']"
100006,3,FALSE,"['tools', 'nail', 'body', 'makeup', 'men_skincare']"
100498,2,TRUE,"['hand', 'tools', 'men_skincare', 'makeup']"
101316,2,TRUE,[]
101652,5,TRUE,[]
106016,1,FALSE,"['body', 'skincare', 'makeup', 'foot', 'tools', 'men_fragrance', 'hand', 'nail']"
104218,1,FALSE,"['body', 'hair', 'fragrance', 'foot', 'makeup', 'tools', 'hand', 'skincare', 'nail']"
103207,5,TRUE,"['skincare', 'hair', 'men_fragrance', 'fragrance', 'foot']"
111645,0,FALSE,"['makeup', 'hair', 'fragrance', 'nail', 'men_skincare', 'skincare', 'men_fragrance', 'foot', 'hand', 'body']"
110760,1,TRUE,[]
107751,2,FALSE,"['hair', 'foot']"
109493,0,FALSE,"['hair', 'makeup', 'body', 'fragrance', 'foot', 'nail', 'tools']"
109701,1,TRUE,"['tools', 'men_skincare', 'hair', 'body', 'hand', 'makeup', 'men_fragrance', 'foot', 'nail']"
102901,2,TRUE,"['hair', 'hand', 'nail', 'tools', 'makeup', 'men_fragrance', 'fragrance', 'body']"
109564,5,FALSE,"['body', 'hair', 'men_skincare', 'foot', 'tools', 'skincare', 'makeup']"
102837,1,TRUE,"['makeup', 'skincare', 'tools', 'hand', 'fragrance', 'men_skincare', 'foot', 'men_fragrance', 'nail', 'hair']"
106653,5,TRUE,"['tools', 'fragrance', 'men_skincare', 'makeup', 'hand', 'nail', 'hair', 'body', 'men_fragrance', 'foot']"
104231,6+,TRUE,"['tools', 'makeup']"
101876,2,TRUE,"['body', 'hand', 'tools', 'men_fragrance', 'hair', 'makeup', 'foot', 'nail']"
109188,2,TRUE,"['makeup', 'body', 'nail']"
110837,4,TRUE,"['skincare', 'men_fragrance', 'foot', 'body', 'nail', 'tools', 'men_skincare', 'fragrance', 'makeup', 'hair']"
103709,0,TRUE,"['men_skincare', 'skincare', 'nail', 'hand']"
110403,2,FALSE,"['fragrance', 'men_skincare', 'nail', 'men_fragrance', 'tools', 'skincare', 'hair', 'makeup', 'foot', 'hand']"
104094,0,FALSE,"['nail', 'hand', 'makeup', 'hair', 'tools', 'skincare', 'men_skincare', 'fragrance']"
107774,5,TRUE,['hair']
111772,4,FALSE,[]
109126,6+,TRUE,"['men_fragrance', 'tools', 'foot', 'body', 'men_skincare', 'makeup', 'hair', 'hand']"
100657,1,TRUE,[]
105139,5,TRUE,[]
104447,0,TRUE,"['foot', 'skincare', 'men_skincare', 'body', 'hand']"
103473,6+,TRUE,[]
109643,0,TRUE,"['foot', 'body', 'fragrance', 'men_fragrance', 'nail', 'tools', 'hair']"
105210,2,TRUE,"['men_fragrance', 'body', 'nail', 'hand', 'fragrance', 'hair', 'tools', 'makeup']"
108260,1,TRUE,"['skincare', 'men_fragrance', 'hair', 'foot', 'body', 'hand']"
107500,0,TRUE,"['hand', 'hair', 'foot', 'fragrance', 'skincare', 'makeup', 'nail', 'men_skincare', 'tools', 'body']"
106130,2,FALSE,[]
100661,6+,TRUE,"['men_fragrance', 'makeup', 'body', 'skincare', 'fragrance', 'hand', 'nail', 'men_skincare', 'hair']"
107948,6+,TRUE,['foot']
110526,4,TRUE,"['skincare', 'men_skincare']"
102033,5,TRUE,"['foot', 'body', 'men_skincare', 'nail', 'tools', 'men_fragrance', 'hair']"
107588,5,TRUE,['hand']
105754,4,FALSE,"['body', 'makeup', 'nail', 'hair', 'men_fragrance', 'fragrance']"
104025,1,TRUE,[]
108385,2,FALSE,"['nail', 'men_fragrance', 'foot', 'makeup', 'fragrance', 'hand', 'skincare', 'hair', 'tools', 'men_skincare']"
111510,2,TRUE,[]
100255,4,TRUE,"['fragrance', 'makeup']"
110589,0,TRUE,"['hair', 'skincare', 'body', 'fragrance', 'hand']"
104522,,FALSE,"['skincare', 'makeup', 'fragrance', 'foot']"
109838,4,FALSE,"['hand', 'foot', 'nail', 'tools', 'men_fragrance', 'men_skincare', 'body']"
102061,5,TRUE,[]
108453,2,TRUE,"['hand', 'tools', 'men_fragrance', 'fragrance', 'body', 'skincare', 'nail', 'foot', 'hair']"
101176,2,FALSE,[]
103958,4,TRUE,"['nail', 'men_fragrance', 'skincare', 'makeup', 'hair', 'hand', 'body', 'tools', 'men_skincare', 'fragrance']"
111439,2,TRUE,"['tools', 'men_fragrance', 'foot', 'hair', 'body', 'skincare']"
107743,2,TRUE,"['foot', 'men_skincare', 'body', 'tools', 'nail', 'men_fragrance']"
109251,2,FALSE,"['hand', 'hair']"
105439,2,FALSE,"['nail', 'makeup', 'tools']"
105555,5,TRUE,['nail']
105807,5,TRUE,"['makeup', 'fragrance', 'skincare', 'body', 'hand', 'foot']"
109113,4,FALSE,"['body', 'nail', 'hand', 'hair']"
108524,1,TRUE,"['body', 'skincare', 'hand', 'makeup', 'men_skincare', 'nail', 'hair']"
102283,,TRUE,"['men_fragrance', 'body', 'fragrance', 'nail']"
105192,1,TRUE,"['makeup', 'men_fragrance', 'men_skincare']"
106387,2,TRUE,"['men_fragrance', 'foot', 'hair', 'skincare', 'men_skincare']"
106733,6+,TRUE,"['men_fragrance', 'hand', 'men_skincare', 'nail', 'skincare', 'makeup', 'hair', 'body', 'tools', 'fragrance']"
110919,,TRUE,"['fragrance', 'hand', 'body', 'nail', 'hair', 'men_skincare', 'tools']"
109893,2,FALSE,"['fragrance', 'foot', 'tools', 'makeup', 'men_skincare', 'skincare', 'men_fragrance', 'nail']"
101765,5,TRUE,"['hand', 'foot', 'hair', 'men_skincare', 'fragrance', 'men_fragrance', 'body']"
104430,6+,TRUE,"['fragrance', 'foot', 'hand', 'makeup']"
101283,0,FALSE,"['skincare', 'body', 'hair', 'men_skincare', 'fragrance', 'hand']"
100308,2,TRUE,[]
100878,1,TRUE,"['skincare', 'hand']"
102154,1,FALSE,"['fragrance', 'men_skincare', 'tools']"
109019,2,FALSE,"['skincare', 'foot']"
107855,4,TRUE,"['fragrance', 'tools', 'nail', 'skincare', 'men_fragrance', 'makeup', 'hand', 'men_skincare']"
109392,1,TRUE,"['men_fragrance', 'body', 'hand']"
103395,0,TRUE,"['hair', 'tools']"
101830,4,TRUE,[]
111440,2,FALSE,"['body', 'fragrance', 'makeup', 'nail']"
109720,2,FALSE,"['tools', 'makeup', 'skincare', 'fragrance', 'hair', 'foot', 'men_skincare', 'men_fragrance', 'body', 'hand']"
111140,4,TRUE,"['men_skincare', 'hair', 'body', 'foot']"
100221,5,TRUE,"['fragrance', 'nail', 'skincare', 'tools', 'foot', 'hair', 'makeup', 'body', 'men_skincare']"
104665,2,FALSE,"['tools', 'foot', 'hair', 'fragrance', 'men_fragrance', 'nail']"
107456,1,TRUE,"['men_fragrance', 'makeup', 'men_skincare']"
108658,5,TRUE,"['foot', 'makeup', 'men_skincare', 'hair', 'fragrance', 'hand', 'skincare', 'tools', 'body', 'men_fragrance']"
110734,6+,TRUE,['fragrance']
106324,0,TRUE,['foot']
104595,5,TRUE,['tools']
100062,5,FALSE,"['foot', 'body', 'hand', 'men_skincare', 'fragrance']"
109451,2,TRUE,"['foot', 'fragrance']"
111547,1,TRUE,[]
110665,5,TRUE,"['men_fragrance', 'hair', 'body']"
107784,,TRUE,"['body', 'tools']"
111804,5,TRUE,"['nail', 'hair', 'makeup', 'tools', 'body', 'hand', 'skincare', 'men_fragrance', 'fragrance']"
102810,6+,TRUE,"['hand', 'hair']"
109108,0,TRUE,['makeup']
110992,6+,FALSE,['skincare']
111283,6+,FALSE,"['body', 'hair', 'men_skincare', 'men_fragrance', 'fragrance']"
102063,2,FALSE,"['foot', 'skincare']"
106876,0,TRUE,"['tools', 'fragrance', 'foot']"
106027,1,TRUE,['men_skincare']
105020,1,TRUE,"['fragrance', 'men_skincare', 'hair', 'nail', 'makeup', 'skincare', 'men_fragrance', 'hand', 'tools', 'body']"
109330,5,TRUE,"['hand', 'makeup', 'body', 'hair', 'foot', 'tools', 'skincare', 'men_skincare']"
110989,5,TRUE,[]
108509,2,TRUE,"['hand', 'skincare', 'hair', 'makeup']"
108222,5,TRUE,"['men_fragrance', 'nail', 'hair', 'hand', 'tools', 'makeup', 'body']"
108108,5,TRUE,"['men_fragrance', 'makeup', 'nail', 'hand', 'skincare']"
107672,4,TRUE,"['nail', 'foot', 'hand', 'skincare', 'makeup', 'men_skincare', 'men_fragrance', 'hair']"
106300,5,TRUE,"['tools', 'hand', 'nail', 'men_skincare', 'skincare', 'makeup', 'body']"
102910,6+,TRUE,"['tools', 'nail', 'men_fragrance', 'fragrance', 'skincare', 'men_skincare', 'hand', 'hair']"
109148,2,TRUE,"['skincare', 'men_skincare', 'body', 'fragrance', 'hair', 'foot', 'makeup', 'nail', 'hand', 'men_fragrance']"
101397,6+,TRUE,"['nail', 'foot', 'tools', 'fragrance', 'skincare', 'men_fragrance']"
107556,4,FALSE,"['tools', 'hand', 'hair', 'men_fragrance', 'body', 'nail', 'makeup']"
104540,2,TRUE,"['tools', 'hand']"
106570,0,FALSE,"['body', 'tools', 'men_skincare', 'fragrance', 'men_fragrance', 'makeup']"
107525,1,TRUE,"['makeup', 'fragrance', 'body', 'skincare', 'men_fragrance', 'tools', 'men_skincare', 'hair', 'hand', 'nail']"
105618,0,TRUE,['hair']
111473,2,TRUE,"['fragrance', 'foot', 'hair', 'nail', 'makeup', 'tools', 'hand', 'men_fragrance', 'body']"
102805,2,TRUE,[]
100142,2,TRUE,"['body', 'men_fragrance', 'nail']"
111202,1,TRUE,"['foot', 'tools', 'men_skincare', 'nail']"
103658,4,TRUE,"['nail', 'hair', 'body']"
103260,5,TRUE,"['body', 'hand', 'makeup', 'fragrance', 'skincare', 'men_fragrance', 'hair', 'nail', 'foot', 'men_skincare']"
104872,2,FALSE,"['hand', 'foot', 'skincare', 'makeup', 'men_fragrance', 'body', 'hair']"
106974,2,TRUE,"['fragrance', 'foot', 'men_fragrance', 'nail', 'skincare', 'body', 'tools', 'men_skincare', 'makeup']"
111559,1,TRUE,"['skincare', 'hair', 'nail', 'men_skincare', 'body', 'men_fragrance']"
108292,2,TRUE,[]
103730,4,TRUE,"['skincare', 'nail', 'men_fragrance', 'tools', 'foot', 'hand', 'fragrance', 'men_skincare', 'hair', 'body']"
106266,5,TRUE,[]
105257,6+,TRUE,"['hand', 'tools']"
105877,0,TRUE,"['foot', 'tools', 'skincare']"
104892,0,TRUE,"['tools', 'men_skincare', 'skincare', 'makeup', 'nail', 'hand', 'hair', 'foot', 'body', 'men_fragrance']"
101963,6+,TRUE,"['fragrance', 'hair', 'tools', 'skincare', 'hand', 'makeup', 'men_fragrance', 'nail', 'foot', 'body']"
104632,1,TRUE,['hand']
104557,2,TRUE,"['fragrance', 'body', 'foot', 'skincare']"
102350,4,TRUE,"['nail', 'men_skincare', 'foot', 'men_fragrance', 'tools', 'body', 'hair', 'hand', 'fragrance']"
109566,2,TRUE,"['hand', 'men_skincare', 'foot', 'makeup', 'tools', 'nail', 'hair']"
104215,1,FALSE,"['body', 'skincare']"
101773,2,FALSE,"['men_skincare', 'men_fragrance', 'tools']"
106636,2,TRUE,"['hand', 'fragrance', 'tools', 'body', 'foot']"
109890,6+,TRUE,[]
109137,1,TRUE,"['men_skincare', 'tools', 'men_fragrance']"
107280,4,TRUE,"['makeup', 'skincare']"
108556,5,TRUE,"['hair', 'foot', 'tools', 'fragrance', 'skincare', 'men_skincare', 'men_fragrance']"
103933,6+,FALSE,"['tools', 'men_fragrance', 'hand', 'skincare', 'nail', 'body', 'hair']"
101670,5,TRUE,[]
102983,5,TRUE,"['nail', 'men_skincare', 'hand', 'fragrance', 'hair', 'body', 'foot', 'men_fragrance', 'makeup']"
104087,0,TRUE,"['skincare', 'nail', 'foot', 'body', 'men_skincare', 'fragrance', 'tools', 'men_fragrance', 'hand', 'hair']"
103265,3,TRUE,"['tools', 'hair', 'skincare']"
105471,4,TRUE,"['body', 'skincare', 'fragrance', 'makeup', 'nail', 'foot', 'tools', 'men_fragrance', 'men_skincare', 'hand']"
101743,6+,TRUE,"['skincare', 'men_fragrance', 'fragrance', 'foot', 'body', 'hair', 'hand', 'tools', 'makeup']"
101523,,TRUE,"['hair', 'hand']"
102955,2,FALSE,"['makeup', 'body', 'hand', 'nail', 'skincare', 'men_skincare']"
102297,1,TRUE,"['tools', 'hand', 'body', 'men_fragrance', 'hair', 'foot', 'makeup']"
109374,2,FALSE,"['hand', 'body', 'fragrance', 'skincare', 'foot', 'makeup']"
106285,2,TRUE,[]
102319,6+,TRUE,['men_skincare']
105017,1,FALSE,"['fragrance', 'makeup', 'nail', 'skincare', 'hand', 'men_skincare', 'foot', 'body', 'men_fragrance', 'tools']"
110191,4,TRUE,"['men_skincare', 'foot', 'fragrance', 'tools', 'hand', 'skincare', 'nail', 'hair']"
106751,2,TRUE,"['foot', 'body', 'tools', 'men_skincare', 'hand', 'fragrance']"
106473,5,FALSE,"['men_fragrance', 'men_skincare', 'nail', 'fragrance', 'foot', 'tools', 'makeup', 'hair', 'hand']"
104572,5,FALSE,"['men_skincare', 'skincare', 'tools', 'hair', 'hand', 'makeup', 'fragrance', 'nail', 'men_fragrance', 'foot']"
102288,4,FALSE,"['fragrance', 'foot', 'men_fragrance', 'hair', 'nail', 'body']"
107307,1,TRUE,"['makeup', 'tools']"
100901,2,FALSE,['foot']
109184,5,TRUE,"['foot', 'fragrance', 'tools', 'makeup', 'men_fragrance', 'nail', 'hair', 'skincare', 'hand', 'men_skincare']"
100671,2,TRUE,"['nail', 'hand', 'men_fragrance', 'men_skincare', 'foot', 'makeup', 'hair', 'body']"
108717,0,FALSE,"['tools', 'body', 'nail', 'hair', 'hand', 'skincare', 'fragrance']"
104468,0,TRUE,"['men_skincare', 'hand', 'tools', 'hair', 'nail', 'makeup', 'fragrance']"
107969,6+,FALSE,"['foot', 'men_fragrance']"
106901,4,TRUE,"['body', 'makeup', 'men_fragrance', 'foot']"
101508,2,TRUE,"['fragrance', 'men_skincare', 'hand', 'hair', 'nail', 'tools']"
106287,0,FALSE,"['makeup', 'foot', 'hair', 'men_skincare']"
100865,0,TRUE,"['fragrance', 'men_skincare', 'hand', 'body', 'men_fragrance', 'makeup', 'skincare', 'nail', 'foot']"
102815,2,TRUE,"['skincare', 'hair', 'nail', 'makeup']"
104454,6+,FALSE,"['men_fragrance', 'foot']"
103334,1,FALSE,"['body', 'hand', 'men_skincare']"
107722,2,TRUE,[]
111515,6+,TRUE,"['hair', 'nail', 'foot', 'fragrance', 'tools', 'hand', 'makeup', 'skincare', 'men_fragrance']"
104163,0,FALSE,"['fragrance', 'tools', 'hand', 'foot', 'nail', 'makeup', 'men_skincare', 'skincare']"
109783,1,TRUE,"['hair', 'men_skincare', 'nail']"
102626,6+,FALSE,"['skincare', 'body', 'men_skincare', 'hand', 'foot', 'men_fragrance', 'fragrance', 'nail', 'makeup', 'tools']"
